69.141217,109.601878,76.50814
74.271073,112.850547,78.176221
78.094253,112.655873,75.392679
89.232073,114.94246,78.97218
89.093874,113.532677,78.815236
69.769982,114.02949,79.699399
80.792965,114.302206,78.392582
83.704762,112.678127,73.951819
84.689205,116.330158,80.228951
102.778244,115.326717,77.458327
77.687593,114.306224,80.628048
75.05503,113.616765,78.441957
76.681149,115.075288,78.680594
80.048149,113.310831,78.302276
88.472089,116.961813,79.118046
72.332151,115.182842,78.370449
74.71657,113.812635,78.830522
90.143859,119.748309,80.382282
74.849295,114.050489,78.376069
78.401011,113.02385,76.231155
78.254011,114.589307,79.564036
86.407047,114.19306,79.284485
74.014333,113.672902,77.899054
82.502098,114.773979,78.954792
76.606677,113.806072,79.142768
72.25485,114.191177,79.131513
82.909503,118.349527,79.378026
71.792275,114.055554,77.610407
73.433243,115.806057,82.637683
116.684566,146.934495,75.999466
80.589203,115.368903,78.520117
78.069154,114.303297,77.339287
73.31625,113.981129,78.754683
84.173164,113.941582,75.88887
83.013624,114.272231,78.864129
92.864561,111.688599,74.751715
72.701366,114.482161,78.459099
105.307344,115.650647,78.148976
70.174033,113.173909,78.243204
77.703044,114.195462,78.752463
73.122004,114.857784,78.418583
75.309641,113.819072,79.141151
82.697689,115.110709,80.002045
91.693929,116.759779,79.053067
88.523076,116.929929,79.374863
84.332488,115.668454,80.044903
78.57856,115.100754,80.648746
78.429415,115.013215,78.91333
101.749238,115.977237,77.596543
88.735155,114.009854,74.593698
90.112617,117.330357,78.632342
84.415408,112.567149,76.608299
97.578829,117.392528,79.675394
86.235807,112.892939,78.553459
94.565851,117.387714,78.548149
69.984763,115.509195,79.44142
83.63869,113.014769,79.345726
74.975769,114.428706,78.682021
82.453259,115.172146,77.097681
81.701827,114.157671,77.951232
71.563576,114.523985,78.427535
74.938856,114.199777,79.238253
73.124431,114.144009,78.573969
74.864446,113.97965,78.514761
90.686558,116.849047,77.475887
96.480687,113.153675,74.507813
99.193693,114.066818,77.346326
84.456049,113.49306,78.811442
99.788499,115.587963,78.493158
76.96069,115.90631,75.61705
99.191214,114.983398,75.742394
90.296922,114.454205,74.518183
90.389888,113.208881,95.714535
117.701733,119.72007,81.371855
117.445924,114.438956,75.867937
94.579831,115.800701,76.339539
96.262163,113.125495,77.243021
87.487662,116.531993,79.809084
73.357049,114.50482,79.149993
85.197719,115.201248,78.047049
86.323168,115.750253,78.662802
78.25374,116.229676,78.497362
74.734833,113.164124,79.433241
93.885922,116.519378,77.371797
75.398577,113.14214,74.088205
82.408909,112.10333,76.475988
91.620885,112.391392,77.476077
103.450356,116.5247,77.723166
82.670467,110.138946,77.420747
77.652207,110.531936,74.557468
75.496539,114.106612,77.007932
70.763364,114.013822,79.547622
82.884543,114.530762,76.913773
76.314967,114.094784,77.460346
84.640414,113.889402,78.424081
84.340916,116.059266,78.625542
90.469916,116.523147,78.423785
89.164215,115.614366,78.110111
98.078137,117.359554,79.258057
74.282689,113.478295,78.54865
74.512253,114.010875,78.648957
90.030559,112.070021,78.153642
103.868663,111.485884,76.746558
71.688814,110.384639,74.57152
91.838531,114.816031,76.562931
87.277071,115.989044,78.094954
105.936044,116.431238,78.742923
81.133918,115.180496,76.585278
76.755324,114.626146,78.640108
71.351069,113.79075,78.906225
88.747552,118.496424,79.226398
85.369595,114.844336,74.681148
73.30639,115.625519,78.09995
99.109635,116.879076,78.345292
84.087032,113.23908,75.618991
76.560894,115.944424,78.89077
86.423514,117.352545,78.33015
84.679073,115.31634,78.08962
78.449213,113.8525,78.315616
100.193428,112.710514,75.436854
107.010013,117.249125,78.984699
85.949444,114.427272,75.391014
76.310563,117.120273,79.409724
84.342583,115.513446,78.796541
84.732479,116.367873,79.078042
94.944715,116.78381,74.94003
74.321052,115.559166,78.150228
86.671343,115.506139,78.231742
76.734625,115.815288,79.280521
89.3195,116.218743,78.419643
75.260913,116.029087,78.951854
73.899626,113.512332,78.81558
76.244763,116.387022,78.766108
79.771914,113.985326,79.139907
73.712881,114.883551,79.54796
78.450835,114.3603,78.896828
90.411946,115.460682,75.437555
85.302871,115.787298,79.52102
83.919862,115.179176,78.719954
79.259374,115.016795,78.164819
74.91778,112.598485,75.234304
98.151271,116.977951,78.61049
73.194107,114.030709,79.62706
95.188606,113.721702,75.793135
99.302601,115.898102,79.700946
105.51306,115.312586,78.68447
73.822292,114.219608,78.972517
87.679533,114.522187,75.547426
78.349173,114.650734,78.822549
106.830209,114.69264,78.068344
69.794027,113.480532,79.408128
77.31785,114.046353,79.078708
98.237948,116.644465,79.710794
95.476873,112.877771,73.994542
88.793129,115.638333,80.407209
114.792251,141.240777,84.275938
120.259536,117.908168,79.071971
117.010487,115.275763,76.703547
72.430751,112.9449,76.486923
82.284119,110.812177,76.155692
85.162811,112.890966,78.013119
106.876769,113.750193,74.218724
84.359985,115.76545,78.307866
74.426471,112.237226,78.581727
74.976466,114.245059,76.694811
78.871482,116.932432,78.610364
78.396193,114.845717,78.694081
88.446948,117.328792,78.537019
106.077912,116.940533,79.076977
86.793859,115.894902,78.290674
81.61005,112.391958,76.352006
91.250826,116.370464,78.168206
97.09552,116.363896,77.755125
84.272538,115.592856,78.800493
82.57943,112.747232,76.154956
83.148623,110.850553,74.523961
115.969519,112.709223,76.24663
81.975522,116.722055,75.05515
79.03936,113.637291,74.892981
109.697306,112.468129,74.034975
85.103652,109.600497,74.400805
76.536497,111.144038,75.931011
83.475876,113.396352,74.694587
75.193069,110.502602,75.550577
76.301308,110.538703,75.027084
74.885066,110.763193,74.045913
77.801338,111.437406,75.927896
120.261952,115.809843,77.814633
71.68546,113.728347,77.796049
77.885874,114.113857,78.52997
103.29434,117.967801,80.166373
99.738891,115.158466,77.377221
105.10837,113.712334,76.636558
